Feature,Coefficient,Compartment,Feature_Type,Measurement,Channel,Rank
Cytoplasm_RadialDistribution_RadialCV_Actin_1of4,0.09321131589496105,Cytoplasm,RadialDistribution,RadialCV,Actin,28
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_7_5,0.08572159688400309,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,29
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_7_3,0.085356458778533,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,30
Nuclei_Intensity_MinIntensityEdge_ER,0.0834077343301157,Nuclei,Intensity,MinIntensityEdge,ER,31
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_2_0,0.08264368949123575,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,32
Cells_AreaShape_ConvexArea,0.08119153259683223,Cells,AreaShape,ConvexArea,,33
Nuclei_RadialDistribution_ZernikeMagnitude_PM_8_2,0.0806032215375634,Nuclei,RadialDistribution,ZernikeMagnitude,PM,34
Cytoplasm_Texture_InfoMeas2_Hoechst_3_00_256,0.0804572980460402,Cytoplasm,Texture,InfoMeas2,Hoechst,35
Nuclei_RadialDistribution_RadialCV_Mitochondria_2of4,0.08017485542740228,Nuclei,RadialDistribution,RadialCV,Mitochondria,36
Cytoplasm_Texture_SumVariance_Actin_3_03_256,0.07834830763031585,Cytoplasm,Texture,SumVariance,Actin,37
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_9_7,0.07690872100178078,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,38
Nuclei_RadialDistribution_ZernikeMagnitude_ER_6_4,0.0763400233624207,Nuclei,RadialDistribution,ZernikeMagnitude,ER,39
Nuclei_Texture_Contrast_Mitochondria_3_03_256,0.07314192093351639,Nuclei,Texture,Contrast,Mitochondria,40
Nuclei_RadialDistribution_ZernikeMagnitude_PM_1_1,0.07039240020721386,Nuclei,RadialDistribution,ZernikeMagnitude,PM,41
Nuclei_Texture_InfoMeas1_Mitochondria_3_01_256,0.06888578657896069,Nuclei,Texture,InfoMeas1,Mitochondria,42
Cytoplasm_Intensity_IntegratedIntensity_Hoechst,0.06833981714663497,Cytoplasm,Intensity,IntegratedIntensity,Hoechst,43
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_7_7,0.06587718664979257,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,44
Cytoplasm_Texture_InfoMeas2_Hoechst_3_02_256,0.0642412450485424,Cytoplasm,Texture,InfoMeas2,Hoechst,45
Nuclei_RadialDistribution_MeanFrac_Actin_1of4,0.06402222945744487,Nuclei,RadialDistribution,MeanFrac,Actin,46
Cells_RadialDistribution_ZernikeMagnitude_Actin_5_5,0.06401316918975081,Cells,RadialDistribution,ZernikeMagnitude,Actin,47
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_1of4,0.06390340956587054,Cytoplasm,RadialDistribution,RadialCV,Mitochondria,48
Cells_Correlation_RWC_PM_Mitochondria,0.06101720186184345,Cells,Correlation,RWC,PM,49
Cells_Texture_DifferenceVariance_Actin_3_03_256,0.060378230372126626,Cells,Texture,DifferenceVariance,Actin,50
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_4_0,0.05852996323427404,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,51
Nuclei_Granularity_2_PM,0.057955495757451556,Nuclei,Granularity,2,PM,52
Nuclei_Intensity_MinIntensity_Actin,0.0578540460936302,Nuclei,Intensity,MinIntensity,Actin,53
Cells_Granularity_3_PM,0.057064657157331534,Cells,Granularity,3,PM,54
Cytoplasm_RadialDistribution_MeanFrac_Mitochondria_3of4,0.05668957312638064,Cytoplasm,RadialDistribution,MeanFrac,Mitochondria,55
Nuclei_AreaShape_Zernike_8_0,0.05523667193433263,Nuclei,AreaShape,Zernike,8,56
Cytoplasm_Texture_InverseDifferenceMoment_ER_3_01_256,0.05516717890221846,Cytoplasm,Texture,InverseDifferenceMoment,ER,57
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_8_4,0.05425678320744777,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,58
Cytoplasm_Intensity_MedianIntensity_ER,0.051407025560493265,Cytoplasm,Intensity,MedianIntensity,ER,59
Cells_Texture_AngularSecondMoment_ER_3_03_256,0.051173929907193286,Cells,Texture,AngularSecondMoment,ER,60
Cytoplasm_Granularity_2_Actin,0.05054533209408745,Cytoplasm,Granularity,2,Actin,61
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_03_256,0.05045365668209073,Cytoplasm,Texture,InfoMeas1,Mitochondria,62
Nuclei_AreaShape_Zernike_6_4,0.049643798833672724,Nuclei,AreaShape,Zernike,6,63
Nuclei_RadialDistribution_RadialCV_PM_1of4,0.04763375430880014,Nuclei,RadialDistribution,RadialCV,PM,64
Cytoplasm_Intensity_IntegratedIntensity_PM,0.0471257622103523,Cytoplasm,Intensity,IntegratedIntensity,PM,65
Cytoplasm_Correlation_Manders_PM_Mitochondria,0.04665213617334894,Cytoplasm,Correlation,Manders,PM,66
Nuclei_RadialDistribution_ZernikeMagnitude_PM_5_1,0.046110369634557426,Nuclei,RadialDistribution,ZernikeMagnitude,PM,67
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_8_6,0.04582191848689124,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,68
Nuclei_Correlation_Overlap_Hoechst_PM,0.04525354672768796,Nuclei,Correlation,Overlap,Hoechst,69
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_9_3,0.04520404810890238,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,70
Nuclei_Granularity_1_Hoechst,0.04515791851684959,Nuclei,Granularity,1,Hoechst,71
Cells_RadialDistribution_ZernikeMagnitude_ER_8_0,0.04443199397776643,Cells,RadialDistribution,ZernikeMagnitude,ER,72
Cytoplasm_RadialDistribution_RadialCV_ER_1of4,0.044305232308340034,Cytoplasm,RadialDistribution,RadialCV,ER,73
Cytoplasm_Intensity_MaxIntensity_PM,0.043558476538849554,Cytoplasm,Intensity,MaxIntensity,PM,74
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_7_1,0.04338471110959756,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,75
Cells_AreaShape_Zernike_8_2,0.042423813722159094,Cells,AreaShape,Zernike,8,76
Nuclei_Correlation_K_Actin_ER,0.042260364173116446,Nuclei,Correlation,K,Actin,77
Cells_RadialDistribution_MeanFrac_Actin_1of4,0.04147608567257201,Cells,RadialDistribution,MeanFrac,Actin,78
Cells_Intensity_MinIntensity_Actin,0.041071838932978964,Cells,Intensity,MinIntensity,Actin,79
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_9_5,0.040940419939292316,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,80
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_5_5,0.040228366334661286,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,81
Cytoplasm_AreaShape_Orientation,0.03979833111021212,Cytoplasm,AreaShape,Orientation,,82
Nuclei_Texture_Contrast_Mitochondria_3_01_256,0.03964404528001806,Nuclei,Texture,Contrast,Mitochondria,83
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_5_1,0.0390488205135504,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,84
Nuclei_Texture_AngularSecondMoment_PM_3_03_256,0.03878185364287498,Nuclei,Texture,AngularSecondMoment,PM,85
Cells_RadialDistribution_ZernikeMagnitude_Actin_8_6,0.0386506450228294,Cells,RadialDistribution,ZernikeMagnitude,Actin,86
Cytoplasm_Texture_InverseDifferenceMoment_Actin_3_02_256,0.03826035231587546,Cytoplasm,Texture,InverseDifferenceMoment,Actin,87
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_6_4,0.03790848522030698,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,88
Cytoplasm_Correlation_RWC_Actin_Mitochondria,0.03776148087184963,Cytoplasm,Correlation,RWC,Actin,89
Cytoplasm_Intensity_MassDisplacement_Mitochondria,0.03656568169215191,Cytoplasm,Intensity,MassDisplacement,Mitochondria,90
Cells_RadialDistribution_FracAtD_Actin_1of4,0.036548079122683846,Cells,RadialDistribution,FracAtD,Actin,91
Nuclei_RadialDistribution_ZernikeMagnitude_PM_5_5,0.036069891691021795,Nuclei,RadialDistribution,ZernikeMagnitude,PM,92
Cytoplasm_AreaShape_Eccentricity,0.03582102797686999,Cytoplasm,AreaShape,Eccentricity,,93
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_2_2,0.03351990889388636,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,94
Cells_AreaShape_Perimeter,0.03338649357531925,Cells,AreaShape,Perimeter,,95
Cytoplasm_Texture_InfoMeas2_Hoechst_3_03_256,0.033046286236986876,Cytoplasm,Texture,InfoMeas2,Hoechst,96
Cells_Texture_InfoMeas1_Actin_3_02_256,0.032815564981009404,Cells,Texture,InfoMeas1,Actin,97
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_9_7,0.032767938317665515,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,98
Cytoplasm_Granularity_2_Mitochondria,0.03134916663373077,Cytoplasm,Granularity,2,Mitochondria,99
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_6_6,0.031199766287645536,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,100
Cells_RadialDistribution_MeanFrac_Mitochondria_4of4,0.03079091280747121,Cells,RadialDistribution,MeanFrac,Mitochondria,101
Cytoplasm_RadialDistribution_MeanFrac_ER_4of4,0.030684123550387004,Cytoplasm,RadialDistribution,MeanFrac,ER,102
Cells_RadialDistribution_ZernikeMagnitude_Actin_7_1,0.02965128589444065,Cells,RadialDistribution,ZernikeMagnitude,Actin,103
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_2_2,0.02951381422803562,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,104
Cytoplasm_Texture_Contrast_ER_3_00_256,0.02934579895572187,Cytoplasm,Texture,Contrast,ER,105
Nuclei_Texture_Contrast_ER_3_02_256,0.029174591838594933,Nuclei,Texture,Contrast,ER,106
Nuclei_RadialDistribution_ZernikeMagnitude_PM_6_2,0.028989192773655057,Nuclei,RadialDistribution,ZernikeMagnitude,PM,107
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_9_9,0.02888460620638026,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,108
Nuclei_RadialDistribution_ZernikeMagnitude_PM_8_8,0.02831128646540121,Nuclei,RadialDistribution,ZernikeMagnitude,PM,109
Nuclei_Texture_InfoMeas1_PM_3_01_256,0.02755827714889068,Nuclei,Texture,InfoMeas1,PM,110
Nuclei_Texture_Contrast_ER_3_03_256,0.027178816999355395,Nuclei,Texture,Contrast,ER,111
Cells_Correlation_Correlation_Actin_PM,0.026299905638660626,Cells,Correlation,Correlation,Actin,112
Nuclei_RadialDistribution_ZernikeMagnitude_PM_4_4,0.02478995267768241,Nuclei,RadialDistribution,ZernikeMagnitude,PM,113
Cytoplasm_RadialDistribution_FracAtD_Mitochondria_3of4,0.023955974174601186,Cytoplasm,RadialDistribution,FracAtD,Mitochondria,114
Nuclei_AreaShape_Zernike_2_2,0.023294285582683476,Nuclei,AreaShape,Zernike,2,115
Nuclei_Texture_Contrast_ER_3_00_256,0.022251482995654753,Nuclei,Texture,Contrast,ER,116
Nuclei_AreaShape_Solidity,0.021679566065795155,Nuclei,AreaShape,Solidity,,117
Cells_RadialDistribution_ZernikeMagnitude_ER_8_2,0.020580728936661935,Cells,RadialDistribution,ZernikeMagnitude,ER,118
Nuclei_AreaShape_Zernike_9_9,0.020362246994217494,Nuclei,AreaShape,Zernike,9,119
Nuclei_Intensity_MassDisplacement_Hoechst,0.020360556881127367,Nuclei,Intensity,MassDisplacement,Hoechst,120
Cytoplasm_Correlation_Overlap_ER_Mitochondria,0.02035399432926427,Cytoplasm,Correlation,Overlap,ER,121
Cytoplasm_Intensity_IntegratedIntensity_Mitochondria,0.02004062685932992,Cytoplasm,Intensity,IntegratedIntensity,Mitochondria,122
Nuclei_RadialDistribution_ZernikeMagnitude_PM_9_1,0.018499913291947924,Nuclei,RadialDistribution,ZernikeMagnitude,PM,123
Nuclei_AreaShape_Zernike_8_8,0.017489302515231515,Nuclei,AreaShape,Zernike,8,124
Cytoplasm_AreaShape_Zernike_6_2,0.016500531283422555,Cytoplasm,AreaShape,Zernike,6,125
Cells_RadialDistribution_ZernikeMagnitude_Hoechst_9_5,0.015303953854780892,Cells,RadialDistribution,ZernikeMagnitude,Hoechst,126
Nuclei_Texture_SumVariance_Mitochondria_3_03_256,0.015056252838927968,Nuclei,Texture,SumVariance,Mitochondria,127
Cells_AreaShape_Zernike_5_5,0.014619037872913713,Cells,AreaShape,Zernike,5,128
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_8_2,0.014122685206208551,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,129
Nuclei_RadialDistribution_ZernikeMagnitude_PM_4_0,0.01336332914811456,Nuclei,RadialDistribution,ZernikeMagnitude,PM,130
Cells_RadialDistribution_RadialCV_Hoechst_3of4,0.012926319199490822,Cells,RadialDistribution,RadialCV,Hoechst,131
Cytoplasm_AreaShape_Zernike_8_2,0.012640784469461855,Cytoplasm,AreaShape,Zernike,8,132
Nuclei_RadialDistribution_FracAtD_PM_4of4,0.01246014436337522,Nuclei,RadialDistribution,FracAtD,PM,133
Nuclei_Texture_InfoMeas1_PM_3_03_256,0.012379306815121489,Nuclei,Texture,InfoMeas1,PM,134
Cytoplasm_Texture_InfoMeas2_ER_3_03_256,0.012274854692482622,Cytoplasm,Texture,InfoMeas2,ER,135
Nuclei_Correlation_RWC_Mitochondria_Hoechst,0.012135847313690763,Nuclei,Correlation,RWC,Mitochondria,136
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_9_9,0.012130299817961172,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,137
Cells_RadialDistribution_MeanFrac_PM_1of4,0.011743783415357145,Cells,RadialDistribution,MeanFrac,PM,138
Cytoplasm_RadialDistribution_RadialCV_Actin_4of4,0.011274870611794073,Cytoplasm,RadialDistribution,RadialCV,Actin,139
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_6_2,0.011170082180793694,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,140
Cells_Texture_Correlation_Hoechst_3_03_256,0.011099987312621623,Cells,Texture,Correlation,Hoechst,141
Cytoplasm_Texture_InfoMeas2_ER_3_00_256,0.010944744049888057,Cytoplasm,Texture,InfoMeas2,ER,142
Cells_RadialDistribution_ZernikeMagnitude_PM_9_9,0.010843611574669629,Cells,RadialDistribution,ZernikeMagnitude,PM,143
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_5_3,0.010803147531626763,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,144
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_8_0,0.01067004048848978,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,145
Nuclei_Intensity_LowerQuartileIntensity_Hoechst,0.01065554130064186,Nuclei,Intensity,LowerQuartileIntensity,Hoechst,146
Nuclei_Texture_DifferenceVariance_PM_3_03_256,0.010494055747416218,Nuclei,Texture,DifferenceVariance,PM,147
Cytoplasm_RadialDistribution_MeanFrac_PM_3of4,0.010165491576915365,Cytoplasm,RadialDistribution,MeanFrac,PM,148
Nuclei_Correlation_K_Hoechst_PM,0.009578412405469345,Nuclei,Correlation,K,Hoechst,149
Nuclei_AreaShape_Extent,0.009157410631037317,Nuclei,AreaShape,Extent,,150
Nuclei_Texture_Correlation_Hoechst_3_02_256,0.008958866848756436,Nuclei,Texture,Correlation,Hoechst,151
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_4_4,0.008838209204417526,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,152
Nuclei_RadialDistribution_ZernikeMagnitude_ER_8_0,0.008564389996050227,Nuclei,RadialDistribution,ZernikeMagnitude,ER,153
Nuclei_Texture_DifferenceEntropy_ER_3_00_256,0.00841278892900793,Nuclei,Texture,DifferenceEntropy,ER,154
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_3_3,0.008143705786648402,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,155
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_2_2,0.00806909542104128,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,156
Cells_RadialDistribution_ZernikeMagnitude_Actin_8_0,0.007985646470939774,Cells,RadialDistribution,ZernikeMagnitude,Actin,157
Nuclei_RadialDistribution_MeanFrac_Mitochondria_3of4,0.007903198329746685,Nuclei,RadialDistribution,MeanFrac,Mitochondria,158
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_3_1,0.007368437695615954,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,159
Cytoplasm_Correlation_Correlation_Mitochondria_PM,0.007068938627836219,Cytoplasm,Correlation,Correlation,Mitochondria,160
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_3_1,0.006750471251223157,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,161
Nuclei_Correlation_Correlation_Hoechst_Mitochondria,0.0066285724301767815,Nuclei,Correlation,Correlation,Hoechst,162
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_8_6,0.0066109976730940705,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,163
Cells_Neighbors_SecondClosestDistance_Adjacent,0.006224370591732305,Cells,Neighbors,SecondClosestDistance,Adjacent,164
Nuclei_RadialDistribution_RadialCV_Actin_4of4,0.005874510110712637,Nuclei,RadialDistribution,RadialCV,Actin,165
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_4of4,0.005820471734523135,Cytoplasm,RadialDistribution,MeanFrac,Hoechst,166
Cytoplasm_RadialDistribution_FracAtD_PM_1of4,0.005787645310358731,Cytoplasm,RadialDistribution,FracAtD,PM,167
Nuclei_RadialDistribution_ZernikeMagnitude_PM_6_0,0.005573342591843806,Nuclei,RadialDistribution,ZernikeMagnitude,PM,168
Nuclei_AreaShape_Zernike_9_7,0.00515267696844917,Nuclei,AreaShape,Zernike,9,169
Nuclei_Texture_Correlation_Hoechst_3_03_256,0.005092353051034868,Nuclei,Texture,Correlation,Hoechst,170
Nuclei_AreaShape_Zernike_4_0,0.004917386414124406,Nuclei,AreaShape,Zernike,4,171
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_8_8,0.0047897009329057475,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,172
Cytoplasm_RadialDistribution_FracAtD_PM_3of4,0.004661571761692866,Cytoplasm,RadialDistribution,FracAtD,PM,173
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_5_3,0.004022628545910364,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,174
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_02_256,0.003989327728009771,Cytoplasm,Texture,DifferenceEntropy,Mitochondria,175
Cytoplasm_AreaShape_Zernike_6_0,0.003855646729835207,Cytoplasm,AreaShape,Zernike,6,176
Nuclei_Neighbors_AngleBetweenNeighbors_Adjacent,0.003500756721382048,Nuclei,Neighbors,AngleBetweenNeighbors,Adjacent,177
Nuclei_AreaShape_Zernike_5_5,0.0034928561372950186,Nuclei,AreaShape,Zernike,5,178
Cells_Texture_InfoMeas2_Hoechst_3_02_256,0.003484400950872712,Cells,Texture,InfoMeas2,Hoechst,179
Cytoplasm_AreaShape_MaximumRadius,0.003203947790384404,Cytoplasm,AreaShape,MaximumRadius,,180
Nuclei_AreaShape_Zernike_4_4,0.0018750743776678972,Nuclei,AreaShape,Zernike,4,181
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_5_3,0.0016709829705755302,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,182
Nuclei_RadialDistribution_ZernikeMagnitude_ER_9_1,0.0013090831217943608,Nuclei,RadialDistribution,ZernikeMagnitude,ER,183
Cells_RadialDistribution_RadialCV_Mitochondria_2of4,0.0011617455631017905,Cells,RadialDistribution,RadialCV,Mitochondria,184
Cytoplasm_Intensity_LowerQuartileIntensity_PM,0.0009333528982007885,Cytoplasm,Intensity,LowerQuartileIntensity,PM,185
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_7_1,0.0008187035387354966,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,186
Cells_AreaShape_Area,0.000690881855329756,Cells,AreaShape,Area,,187
Nuclei_AreaShape_Zernike_2_0,9.837803339042718e-05,Nuclei,AreaShape,Zernike,2,188
Cytoplasm_RadialDistribution_RadialCV_PM_1of4,4.251594338677704e-10,Cytoplasm,RadialDistribution,RadialCV,PM,189
Nuclei_RadialDistribution_ZernikeMagnitude_PM_7_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,190
Nuclei_Correlation_Overlap_Hoechst_Mitochondria,0.0,Nuclei,Correlation,Overlap,Hoechst,191
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_9_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,192
Nuclei_Texture_InfoMeas1_PM_3_02_256,0.0,Nuclei,Texture,InfoMeas1,PM,193
Cells_RadialDistribution_ZernikeMagnitude_PM_4_4,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,194
Nuclei_AreaShape_Zernike_5_1,0.0,Nuclei,AreaShape,Zernike,5,195
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_4_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,196
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_9_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,197
Nuclei_Texture_InfoMeas1_ER_3_02_256,0.0,Nuclei,Texture,InfoMeas1,ER,198
Cytoplasm_AreaShape_Zernike_5_3,0.0,Cytoplasm,AreaShape,Zernike,5,199
Cytoplasm_Intensity_MaxIntensityEdge_Mitochondria,0.0,Cytoplasm,Intensity,MaxIntensityEdge,Mitochondria,200
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_7_5,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,201
Cells_Correlation_RWC_ER_Hoechst,0.0,Cells,Correlation,RWC,ER,202
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_8_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,203
Cells_RadialDistribution_RadialCV_ER_3of4,0.0,Cells,RadialDistribution,RadialCV,ER,204
Nuclei_RadialDistribution_RadialCV_ER_3of4,0.0,Nuclei,RadialDistribution,RadialCV,ER,205
Nuclei_RadialDistribution_MeanFrac_PM_3of4,0.0,Nuclei,RadialDistribution,MeanFrac,PM,206
Cells_AreaShape_Zernike_5_1,0.0,Cells,AreaShape,Zernike,5,207
Nuclei_RadialDistribution_ZernikeMagnitude_ER_8_4,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,208
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_9_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,209
Nuclei_RadialDistribution_ZernikeMagnitude_PM_5_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,210
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_6_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,211
Cytoplasm_RadialDistribution_RadialCV_Actin_3of4,0.0,Cytoplasm,RadialDistribution,RadialCV,Actin,212
Cytoplasm_RadialDistribution_FracAtD_Actin_1of4,0.0,Cytoplasm,RadialDistribution,FracAtD,Actin,213
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_6_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,214
Nuclei_Texture_Correlation_Hoechst_3_01_256,0.0,Nuclei,Texture,Correlation,Hoechst,215
Cytoplasm_Texture_Correlation_ER_3_00_256,0.0,Cytoplasm,Texture,Correlation,ER,216
Nuclei_Texture_InfoMeas2_Mitochondria_3_02_256,0.0,Nuclei,Texture,InfoMeas2,Mitochondria,217
